07:18:20.466565 IP 209.73.140.70.1801 > 178.32.215.69.6667: Flags [.], ack 2434048873, win 65535, length 0
07:18:20.484890 IP 69.72.227.45.1708 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.484897 IP 178.32.215.69.6667 > 69.72.227.45.1708: Flags [R], seq 3013062144, win 0, length 0
07:18:20.484911 IP 218.232.75.112.1309 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.484918 IP 178.32.215.69.6667 > 218.232.75.112.1309: Flags [R], seq 4159147630, win 0, length 0
07:18:20.484932 IP 211.210.0.53.1025 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.484939 IP 178.32.215.69.6667 > 211.210.0.53.1025: Flags [R], seq 1542696544, win 0, length 0
07:18:20.484954 IP 72.51.39.197.1510 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.484961 IP 178.32.215.69.6667 > 72.51.39.197.1510: Flags [R], seq 2719638537, win 0, length 0
07:18:20.484975 IP 58.225.62.207.1077 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.484982 IP 178.32.215.69.6667 > 58.225.62.207.1077: Flags [R], seq 3496986390, win 0, length 0
07:18:20.484996 IP 58.225.62.207.1077 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.485003 IP 178.32.215.69.6667 > 58.225.62.207.1077: Flags [R], seq 3496986390, win 0, length 0
07:18:20.485019 IP 203.210.16.223.1068 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.485029 IP 178.32.215.69.6667 > 203.210.16.223.1068: Flags [R], seq 3143653147, win 0, length 0
07:18:20.485045 IP 209.73.140.129.1969 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.485052 IP 178.32.215.69.6667 > 209.73.140.129.1969: Flags [R], seq 1098598731, win 0, length 0
07:18:20.485067 IP 91.186.249.24.1335 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.485074 IP 178.32.215.69.6667 > 91.186.249.24.1335: Flags [R], seq 3843379829, win 0, length 0
07:18:20.485088 IP 193.0.61.16.1394 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.485095 IP 178.32.215.69.6667 > 193.0.61.16.1394: Flags [R], seq 3299715353, win 0, length 0
07:18:20.485110 IP 208.85.242.77.1784 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.485117 IP 178.32.215.69.6667 > 208.85.242.77.1784: Flags [R], seq 813727539, win 0, length 0
07:18:20.485131 IP 95.159.65.11.2016 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.485139 IP 178.32.215.69.6667 > 95.159.65.11.2016: Flags [R], seq 2553631015, win 0, length 0
07:18:20.485159 IP 75.125.159.16.1484 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.485167 IP 178.32.215.69.6667 > 75.125.159.16.1484: Flags [R], seq 3451096335, win 0, length 0
07:18:20.485183 IP 80.252.104.30.1322 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.485190 IP 178.32.215.69.6667 > 80.252.104.30.1322: Flags [R], seq 1170383433, win 0, length 0
07:18:20.485223 IP 177.54.11.246.1242 > 178.32.215.69.52869: Flags [.], ack 330000191, win 65535, length 0
07:18:20.485228 IP 60.191.145.168.1161 > 178.32.215.69.98: Flags [.], ack 525497949, win 65535, length 0
07:18:20.485230 IP 59.63.158.116.1477 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.485236 IP 178.32.215.69.6667 > 59.63.158.116.1477: Flags [R], seq 1977131375, win 0, length 0
07:18:20.485251 IP 209.73.140.56.1308 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.485258 IP 178.32.215.69.6667 > 209.73.140.56.1308: Flags [R], seq 3588359206, win 0, length 0
07:18:20.485273 IP 82.141.165.112.1549 > 178.32.215.69.6667: Flags [.], ack 464731507, win 65535, length 0
07:18:20.485280 IP 178.32.215.69.6667 > 82.141.165.112.1549: Flags [R], seq 464731507, win 0, length 0
07:18:20.485294 IP 203.246.164.173.1103 > 178.32.215.69.33225: Flags [.], ack 3986427980, win 65535, length 0
07:18:20.485299 IP 222.80.184.115.1004 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.485304 IP 178.32.215.69.6667 > 222.80.184.115.1004: Flags [R], seq 1824872048, win 0, length 0
07:18:20.485320 IP 95.173.162.97.1584 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.485327 IP 178.32.215.69.6667 > 95.173.162.97.1584: Flags [R], seq 503908388, win 0, length 0
07:18:20.485341 IP 95.156.194.169.1573 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.485348 IP 178.32.215.69.6667 > 95.156.194.169.1573: Flags [R], seq 868322661, win 0, length 0
07:18:20.485362 IP 82.138.233.9.1813 > 178.32.215.69.57749: Flags [.], ack 3871367940, win 65535, length 0
07:18:20.485367 IP 95.211.117.112.1659 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.485372 IP 178.32.215.69.6667 > 95.211.117.112.1659: Flags [R], seq 2697056376, win 0, length 0
07:18:20.485386 IP 195.62.128.4.1880 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.485393 IP 178.32.215.69.6667 > 195.62.128.4.1880: Flags [R], seq 1436199745, win 0, length 0
07:18:20.485408 IP 211.144.73.154.1540 > 178.32.215.69.9611: Flags [.], ack 3008316221, win 65535, length 0
07:18:20.485412 IP 213.248.46.28.1141 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.485417 IP 178.32.215.69.6667 > 213.248.46.28.1141: Flags [R], seq 3509716502, win 0, length 0
07:18:20.485439 IP 196.0.3.169.1673 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.485447 IP 178.32.215.69.6667 > 196.0.3.169.1673: Flags [R], seq 2596055933, win 0, length 0
07:18:20.485486 IP 58.215.43.234.62639 > 178.32.215.69.6667: Flags [.], ack 3629891878, win 65535, length 0
07:18:20.485499 IP 178.32.215.69.6667 > 58.215.43.234.62639: Flags [R], seq 3629891878, win 0, length 0
07:18:20.485522 IP 211.115.111.16.1107 > 178.32.215.69.43113: Flags [.], ack 3865999897, win 65535, length 0
07:18:20.485528 IP 208.100.52.75.1032 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.485534 IP 178.32.215.69.6667 > 208.100.52.75.1032: Flags [R], seq 4042048297, win 0, length 0
07:18:20.485550 IP 41.0.44.219.1990 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.485557 IP 178.32.215.69.6667 > 41.0.44.219.1990: Flags [R], seq 2420736113, win 0, length 0
07:18:20.485572 IP 202.49.244.124.1531 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.485579 IP 178.32.215.69.6667 > 202.49.244.124.1531: Flags [R], seq 2560179043, win 0, length 0
07:18:20.485594 IP 213.233.121.49.1601 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.485601 IP 178.32.215.69.6667 > 213.233.121.49.1601: Flags [R], seq 2202301008, win 0, length 0
07:18:20.485616 IP 128.123.211.155.1463 > 178.32.215.69.21575: Flags [.], ack 2450919705, win 65535, length 0
07:18:20.485621 IP 115.182.62.117.1650 > 178.32.215.69.61857: Flags [.], ack 1722208560, win 65535, length 0
07:18:20.485623 IP 200.52.205.60.1853 > 178.32.215.69.33007: Flags [.], ack 1005817954, win 65535, length 0
07:18:20.485625 IP 209.73.140.56.1308 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.485631 IP 178.32.215.69.6667 > 209.73.140.56.1308: Flags [R], seq 3588359206, win 0, length 0
07:18:20.485646 IP 202.96.188.23.2004 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.485653 IP 178.32.215.69.6667 > 202.96.188.23.2004: Flags [R], seq 387813420, win 0, length 0
07:18:20.485669 IP 109.74.55.81.1807 > 178.32.215.69.84: Flags [.], ack 451376755, win 65535, length 0
07:18:20.485673 IP 41.0.44.219.1990 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.485679 IP 178.32.215.69.6667 > 41.0.44.219.1990: Flags [R], seq 2420736113, win 0, length 0
07:18:20.485693 IP 202.198.129.156.1043 > 178.32.215.69.44191: Flags [.], ack 940501020, win 65535, length 0
07:18:20.485698 IP 218.38.16.137.1112 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.485703 IP 178.32.215.69.6667 > 218.38.16.137.1112: Flags [R], seq 1084018244, win 0, length 0
07:18:20.485725 IP 218.38.16.137.1112 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.485733 IP 178.32.215.69.6667 > 218.38.16.137.1112: Flags [R], seq 1084018244, win 0, length 0
07:18:20.485768 IP 178.63.54.48.1642 > 178.32.215.69.22: Flags [.], ack 3250020723, win 65535, length 0
07:18:20.485774 IP 80.252.104.30.1322 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.485781 IP 178.32.215.69.6667 > 80.252.104.30.1322: Flags [R], seq 1170383433, win 0, length 0
07:18:20.485797 IP 81.196.156.217.2000 > 178.32.215.69.13507: Flags [.], ack 2109042259, win 65535, length 0
07:18:20.485802 IP 95.66.187.165.1590 > 178.32.215.69.30229: Flags [.], ack 3055723390, win 65535, length 0
07:18:20.485804 IP 82.138.233.9.1813 > 178.32.215.69.57805: Flags [.], ack 3871367940, win 65535, length 0
07:18:20.485806 IP 82.138.233.9.1813 > 178.32.215.69.57807: Flags [.], ack 3871367940, win 65535, length 0
07:18:20.485809 IP 83.168.89.246.1682 > 178.32.215.69.6667: Flags [.], ack 2671748137, win 65535, length 0
07:18:20.485814 IP 178.32.215.69.6667 > 83.168.89.246.1682: Flags [R], seq 2671748137, win 0, length 0
07:18:20.485829 IP 83.168.89.246.1682 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.485836 IP 178.32.215.69.6667 > 83.168.89.246.1682: Flags [R], seq 2671748137, win 0, length 0
07:18:20.485851 IP 87.229.7.251.1557 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.485858 IP 178.32.215.69.6667 > 87.229.7.251.1557: Flags [R], seq 3643454792, win 0, length 0
07:18:20.485872 IP 84.204.79.13.1873 > 178.32.215.69.16201: Flags [.], ack 2222503476, win 65535, length 0
07:18:20.485877 IP 62.196.6.138.1602 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.485882 IP 178.32.215.69.6667 > 62.196.6.138.1602: Flags [R], seq 2610430570, win 0, length 0
07:18:20.485897 IP 132.160.21.137.1288 > 178.32.215.69.38: Flags [.], ack 2326601067, win 65535, length 0
07:18:20.485901 IP 180.95.224.203.1582 > 178.32.215.69.58: Flags [.], ack 3118815505, win 65535, length 0
07:18:20.485904 IP 202.53.64.123.1369 > 178.32.215.69.36: Flags [.], ack 827351882, win 65535, length 0
07:18:20.485906 IP 202.89.116.193.1035 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.485911 IP 178.32.215.69.6667 > 202.89.116.193.1035: Flags [R], seq 3225581312, win 0, length 0
07:18:20.485944 IP 209.73.140.129.1969 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.485952 IP 178.32.215.69.6667 > 209.73.140.129.1969: Flags [R], seq 1098598731, win 0, length 0
07:18:20.485968 IP 27.112.8.246.1721 > 178.32.215.69.30: Flags [.], ack 2156426336, win 65535, length 0
07:18:20.485973 IP 219.147.255.123.1437 > 178.32.215.69.51893: Flags [.], ack 2525585698, win 65535, length 0
07:18:20.485975 IP 217.144.201.160.1662 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.485980 IP 178.32.215.69.6667 > 217.144.201.160.1662: Flags [R], seq 2357414169, win 0, length 0
07:18:20.485995 IP 209.73.140.162.1626 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.486002 IP 178.32.215.69.6667 > 209.73.140.162.1626: Flags [R], seq 1352366428, win 0, length 0
07:18:20.486017 IP 219.240.39.80.1418 > 178.32.215.69.30787: Flags [.], ack 387858804, win 65535, length 0
07:18:20.486025 IP 78.96.60.179.1402 > 178.32.215.69.6667: Flags [.], ack 1175186752, win 65535, length 0
07:18:20.486032 IP 178.32.215.69.6667 > 78.96.60.179.1402: Flags [R], seq 1175186752, win 0, length 0
07:18:20.486048 IP 196.0.3.169.1673 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.486055 IP 178.32.215.69.6667 > 196.0.3.169.1673: Flags [R], seq 2596055933, win 0, length 0
07:18:20.486070 IP 196.0.3.169.1673 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.486077 IP 178.32.215.69.6667 > 196.0.3.169.1673: Flags [R], seq 2596055933, win 0, length 0
07:18:20.486091 IP 60.28.26.108.1674 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.486098 IP 178.32.215.69.6667 > 60.28.26.108.1674: Flags [R], seq 1681159209, win 0, length 0
07:18:20.486112 IP 200.52.205.60.1853 > 178.32.215.69.33033: Flags [.], ack 1005817954, win 65535, length 0
07:18:20.486117 IP 128.123.211.155.1463 > 178.32.215.69.20957: Flags [.], ack 2450919705, win 65535, length 0
07:18:20.486119 IP 178.63.54.14.1619 > 178.32.215.69.90: Flags [.], ack 264004932, win 65535, length 0
07:18:20.486121 IP 211.232.13.38.1127 > 178.32.215.69.110: Flags [.], ack 3125513303, win 65535, length 0
07:18:20.486124 IP 95.159.65.11.2016 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.486129 IP 178.32.215.69.6667 > 95.159.65.11.2016: Flags [R], seq 2553631015, win 0, length 0
07:18:20.486144 IP 59.63.158.116.1477 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.486151 IP 178.32.215.69.6667 > 59.63.158.116.1477: Flags [R], seq 1977131375, win 0, length 0
07:18:20.486173 IP 210.51.167.60.1238 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.486181 IP 178.32.215.69.6667 > 210.51.167.60.1238: Flags [R], seq 1969115406, win 0, length 0
07:18:20.486213 IP 202.175.82.114.1891 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.486221 IP 178.32.215.69.6667 > 202.175.82.114.1891: Flags [R], seq 850776645, win 0, length 0
07:18:20.486236 IP 58.64.194.182.1695 > 178.32.215.69.38249: Flags [.], ack 3165904732, win 65535, length 0
07:18:20.486240 IP 74.126.17.86.1578 > 178.32.215.69.44: Flags [.], ack 1, win 65535, length 0
07:18:20.486243 IP 180.153.148.248.1339 > 178.32.215.69.23835: Flags [.], ack 609523514, win 65535, length 0
07:18:20.486245 IP 216.129.211.34.1464 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.486250 IP 178.32.215.69.6667 > 216.129.211.34.1464: Flags [R], seq 3308007983, win 0, length 0
07:18:20.486265 IP 203.160.57.118.1569 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.486272 IP 178.32.215.69.6667 > 203.160.57.118.1569: Flags [R], seq 2191028824, win 0, length 0
07:18:20.486287 IP 75.125.159.16.1484 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.486294 IP 178.32.215.69.6667 > 75.125.159.16.1484: Flags [R], seq 3451096335, win 0, length 0
07:18:20.486308 IP 80.252.104.30.1322 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.486315 IP 178.32.215.69.6667 > 80.252.104.30.1322: Flags [R], seq 1170383433, win 0, length 0
07:18:20.486330 IP 85.120.23.162.1926 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.486337 IP 178.32.215.69.6667 > 85.120.23.162.1926: Flags [R], seq 100301668, win 0, length 0
07:18:20.486352 IP 177.54.11.246.1242 > 178.32.215.69.53085: Flags [.], ack 330000191, win 65535, length 0
07:18:20.486356 IP 95.156.194.169.1573 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.486361 IP 178.32.215.69.6667 > 95.156.194.169.1573: Flags [R], seq 868322661, win 0, length 0
07:18:20.486376 IP 61.152.154.4.1655 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.486384 IP 178.32.215.69.6667 > 61.152.154.4.1655: Flags [R], seq 1243463494, win 0, length 0
07:18:20.486409 IP 74.126.17.86.1578 > 178.32.215.69.46: Flags [.], ack 3157162563, win 65535, length 0
07:18:20.486414 IP 69.60.116.165.1680 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.486420 IP 178.32.215.69.6667 > 69.60.116.165.1680: Flags [R], seq 1825719620, win 0, length 0
07:18:20.486436 IP 202.49.244.124.1531 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.486443 IP 178.32.215.69.6667 > 202.49.244.124.1531: Flags [R], seq 2560179043, win 0, length 0
07:18:20.486465 IP 222.80.184.115.1004 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.486476 IP 178.32.215.69.6667 > 222.80.184.115.1004: Flags [R], seq 1824872048, win 0, length 0
07:18:20.486522 IP 75.125.159.16.1484 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.486533 IP 178.32.215.69.6667 > 75.125.159.16.1484: Flags [R], seq 3451096335, win 0, length 0
07:18:20.486550 IP 207.75.208.53.1229 > 178.32.215.69.6667: Flags [.], ack 1549605895, win 65535, length 0
07:18:20.486558 IP 178.32.215.69.6667 > 207.75.208.53.1229: Flags [R], seq 1549605895, win 0, length 0
07:18:20.486573 IP 202.49.244.124.1531 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.486581 IP 178.32.215.69.6667 > 202.49.244.124.1531: Flags [R], seq 2560179043, win 0, length 0
07:18:20.486595 IP 178.63.54.14.1619 > 178.32.215.69.110: Flags [.], ack 264004932, win 65535, length 0
07:18:20.486600 IP 207.75.208.62.1384 > 178.32.215.69.6667: Flags [.], ack 1549605895, win 65535, length 0
07:18:20.486605 IP 178.32.215.69.6667 > 207.75.208.62.1384: Flags [R], seq 1549605895, win 0, length 0
07:18:20.486620 IP 132.160.21.137.1288 > 178.32.215.69.36: Flags [.], ack 2326601067, win 65535, length 0
07:18:20.486625 IP 202.53.64.123.1369 > 178.32.215.69.78: Flags [.], ack 827351882, win 65535, length 0
07:18:20.486627 IP 181.143.234.161.1731 > 178.32.215.69.122: Flags [.], ack 2114772792, win 65535, length 0
07:18:20.486630 IP 202.89.116.193.1035 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.486635 IP 178.32.215.69.6667 > 202.89.116.193.1035: Flags [R], seq 3225581312, win 0, length 0
07:18:20.486650 IP 158.194.249.48.1101 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.486657 IP 178.32.215.69.6667 > 158.194.249.48.1101: Flags [R], seq 4124903535, win 0, length 0
07:18:20.486672 IP 195.62.128.4.1880 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.486679 IP 178.32.215.69.6667 > 195.62.128.4.1880: Flags [R], seq 1436199745, win 0, length 0
07:18:20.486693 IP 195.62.128.4.1880 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.486701 IP 178.32.215.69.6667 > 195.62.128.4.1880: Flags [R], seq 1436199745, win 0, length 0
07:18:20.486715 IP 208.100.52.75.1032 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.486723 IP 178.32.215.69.6667 > 208.100.52.75.1032: Flags [R], seq 4042048297, win 0, length 0
07:18:20.486737 IP 75.125.159.16.1484 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.486745 IP 178.32.215.69.6667 > 75.125.159.16.1484: Flags [R], seq 3451096335, win 0, length 0
07:18:20.486759 IP 200.52.205.60.1853 > 178.32.215.69.33057: Flags [.], ack 1005817954, win 65535, length 0
07:18:20.486776 IP 181.143.234.161.1731 > 178.32.215.69.124: Flags [.], ack 2114772792, win 65535, length 0
07:18:20.486780 IP 72.166.145.250.1834 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.486787 IP 178.32.215.69.6667 > 72.166.145.250.1834: Flags [R], seq 1684329517, win 0, length 0
07:18:20.486817 IP 203.34.37.119.1180 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.486825 IP 178.32.215.69.6667 > 203.34.37.119.1180: Flags [R], seq 1714376731, win 0, length 0
07:18:20.486840 IP 60.191.145.168.1161 > 178.32.215.69.52: Flags [.], ack 525497949, win 65535, length 0
07:18:20.486845 IP 66.148.121.243.1589 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.486850 IP 178.32.215.69.6667 > 66.148.121.243.1589: Flags [R], seq 1949265522, win 0, length 0
07:18:20.486865 IP 212.235.84.28.1363 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.486872 IP 178.32.215.69.6667 > 212.235.84.28.1363: Flags [R], seq 3662936674, win 0, length 0
07:18:20.486886 IP 201.20.111.116.1414 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.486894 IP 178.32.215.69.6667 > 201.20.111.116.1414: Flags [R], seq 4214860600, win 0, length 0
07:18:20.486909 IP 209.73.140.70.1801 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.486916 IP 178.32.215.69.6667 > 209.73.140.70.1801: Flags [R], seq 2434048873, win 0, length 0
07:18:20.486934 IP 64.233.128.98.1265 > 178.32.215.69.21399: Flags [.], ack 3361262596, win 65535, length 0
07:18:20.486942 IP 60.28.26.108.1674 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.486948 IP 178.32.215.69.6667 > 60.28.26.108.1674: Flags [R], seq 1681159209, win 0, length 0
07:18:20.486965 IP 211.103.103.122.1380 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.486973 IP 178.32.215.69.6667 > 211.103.103.122.1380: Flags [R], seq 921165920, win 0, length 0
